Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Fight Night Round 2004,29,2004.0,2,139,0.46,0.18,0.0,0.03,0.67,70.0,4.0,7.8,4.0,1539,1
Book of Spells,17,2012.0,0,458,0.14,0.39,0.0,0.15,0.67,70.0,4.0,7.8,4.0,1539,1
Zaidan Houjin Nippon Kanji Nouryoko Kentei Kyoukai Kounin: KanKen DS,4,2006.0,3,434,0.0,0.0,0.67,0.0,0.67,70.0,4.0,7.8,4.0,1539,1
Spice World,15,1998.0,0,458,0.37,0.25,0.0,0.04,0.67,70.0,4.0,7.8,4.0,1539,1
The Evil Within,30,2014.0,0,66,0.35,0.25,0.0,0.06,0.67,79.0,24.0,7.3,430.0,1442,5
Armored Core 3,16,2002.0,9,320,0.22,0.17,0.23,0.06,0.67,74.0,23.0,9,33.0,552,7
Star Wars: Republic Commando,29,2005.0,8,21,0.48,0.17,0.0,0.02,0.67,78.0,54.0,8.9,89.0,861,7
Taiko no Tatsujin Wii,26,2008.0,3,349,0.0,0.0,0.67,0.0,0.67,70.0,4.0,7.8,4.0,1539,1
London 2012: The Official Video Game of the Olympic Games,17,2012.0,10,448,0.06,0.48,0.0,0.14,0.67,70.0,4.0,7.8,4.0,1539,1
The LEGO Movie Videogame,18,2014.0,0,552,0.24,0.31,0.01,0.11,0.67,71.0,31.0,7.1,98.0,1432,2
Turok,17,2008.0,0,517,0.35,0.21,0.01,0.1,0.67,67.0,38.0,6,39.0,1143,5
Wild ARMs 2,15,1999.0,7,458,0.19,0.13,0.31,0.04,0.67,70.0,4.0,7.8,4.0,1539,1
Terraria,28,2013.0,0,6,0.35,0.27,0.0,0.06,0.67,81.0,39.0,7.2,139.0,485,7
Red Steel,26,2006.0,8,528,0.54,0.03,0.04,0.05,0.67,63.0,54.0,6.8,121.0,1550,7
Summer Sports: Paradise Island (Others sales),26,2008.0,10,528,0.0,0.66,0.0,0.01,0.67,70.0,4.0,7.8,4.0,1539,1
Need for Speed: Shift 2 Unleashed,17,2011.0,6,139,0.2,0.35,0.0,0.12,0.67,70.0,4.0,7.8,4.0,1539,1
The Fairly Odd Parents: Breakin Da Rules,16,2003.0,4,491,0.33,0.25,0.0,0.09,0.67,70.0,4.0,7.8,4.0,1539,1
Virtua Tennis: World Tour (US & Others sales),19,2005.0,10,448,0.16,0.36,0.0,0.14,0.67,70.0,4.0,7.8,4.0,1539,1
Unreal Tournament III,17,2007.0,8,327,0.33,0.23,0.0,0.1,0.67,86.0,42.0,7.7,127.0,493,5
Adventures of Tron,0,1981.0,0,307,0.63,0.03,0.0,0.01,0.67,70.0,4.0,7.8,4.0,1539,1
Fossil Fighters: Champions,4,2010.0,7,361,0.31,0.0,0.34,0.02,0.67,68.0,8.0,7.1,11.0,1162,1
The Sims 3,4,2010.0,9,139,0.38,0.22,0.0,0.06,0.67,73.0,9.0,6.4,20.0,511,1
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",6,2008.0,0,127,0.48,0.18,0.0,0.01,0.67,66.0,7.0,6.8,5.0,69,1
Disney Tangled,26,2010.0,0,127,0.46,0.16,0.0,0.05,0.67,70.0,4.0,7.8,4.0,1539,1
Command & Conquer: Red Alert 3,13,2008.0,11,139,0.01,0.64,0.0,0.02,0.67,70.0,4.0,7.8,4.0,1539,1
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou,4,2006.0,3,230,0.0,0.0,0.66,0.0,0.66,70.0,4.0,7.8,4.0,1539,1
Pro Pinball: Big Race USA,15,1999.0,9,497,0.37,0.25,0.0,0.04,0.66,69.0,4.0,7.8,4.0,348,1
NFL Street,29,2004.0,10,139,0.49,0.15,0.0,0.02,0.66,81.0,38.0,8.8,9.0,453,1
Final Fantasy Crystal Chronicles: Ring of Fates,4,2007.0,7,467,0.22,0.01,0.42,0.02,0.66,77.0,41.0,7.2,25.0,1365,2
Bakugan: Battle Brawlers,26,2009.0,0,21,0.59,0.03,0.0,0.05,0.66,62.0,12.0,7.2,11.0,1042,1
Blazing Angels: Squadrons of WWII,17,2006.0,9,528,0.35,0.22,0.0,0.1,0.66,67.0,26.0,6.9,9.0,1539,7
WWE SmackDown vs. RAW 2007,19,2006.0,2,491,0.33,0.2,0.0,0.14,0.66,78.0,13.0,8.1,21.0,1652,7
Skylanders: Trap Team,17,2014.0,0,21,0.26,0.3,0.0,0.11,0.66,70.0,4.0,7,5.0,1507,2
F1 2015,18,2015.0,6,91,0.09,0.45,0.03,0.1,0.66,65.0,46.0,6.3,43.0,305,1
Tony Hawk's Proving Ground,16,2007.0,10,21,0.55,0.02,0.0,0.09,0.66,65.0,6.0,6.6,17.0,1082,7
The Darkness,17,2007.0,8,497,0.2,0.33,0.0,0.13,0.66,80.0,35.0,7.7,107.0,1375,5
Country Dance,26,2011.0,3,171,0.58,0.04,0.0,0.05,0.66,70.0,4.0,7.8,4.0,666,2
MLB 2004,16,2003.0,10,458,0.32,0.25,0.0,0.08,0.66,61.0,21.0,7.9,9.0,36,1
Naruto Shippuden: Ultimate Ninja 4,16,2007.0,2,53,0.26,0.01,0.13,0.26,0.66,70.0,4.0,7.8,4.0,1539,1
The Sims 3: High-End Loft Stuff,13,2010.0,9,139,0.01,0.54,0.0,0.11,0.66,70.0,4.0,6.5,17.0,1485,7
Tiger Woods PGA Tour 2000,15,1998.0,10,139,0.37,0.25,0.0,0.04,0.66,70.0,4.0,7.8,4.0,1539,1
Darkstone,15,2001.0,7,139,0.37,0.25,0.0,0.04,0.66,58.0,10.0,8.3,12.0,387,7
NCAA March Madness 2003,16,2002.0,10,139,0.32,0.25,0.0,0.08,0.66,74.0,13.0,8,27.0,1044,1
Diablo III,30,2014.0,7,21,0.36,0.24,0.0,0.06,0.66,70.0,4.0,7.8,4.0,1539,1
Finding Nemo,29,2003.0,0,491,0.48,0.16,0.0,0.02,0.66,63.0,11.0,7.8,4.0,1511,1
Thrillville,16,2006.0,11,53,0.55,0.02,0.0,0.09,0.66,69.0,32.0,2.9,52.0,554,2
Lalaloopsy,4,2011.0,9,21,0.51,0.1,0.0,0.06,0.66,70.0,4.0,7.8,4.0,47,1
Jikkyou World Soccer 2000 Final Edition,16,2000.0,10,277,0.0,0.0,0.66,0.0,0.66,70.0,4.0,7.8,4.0,1539,1
Madagascar,7,2005.0,4,21,0.52,0.13,0.0,0.02,0.66,70.0,21.0,7.8,4.0,1507,2
Castlevania: Lords of Shadow,28,2010.0,0,277,0.42,0.17,0.01,0.05,0.66,83.0,70.0,7.8,237.0,919,5
Hidden Objects: Mystery Stories,4,2009.0,1,177,0.18,0.43,0.0,0.05,0.66,70.0,4.0,7.8,4.0,1539,1
NHL 10,28,2009.0,10,139,0.51,0.1,0.0,0.06,0.66,88.0,52.0,8.4,71.0,431,2
100 Classic Books,4,2008.0,3,361,0.12,0.52,0.0,0.02,0.66,70.0,7.0,6,12.0,603,1
Puzzler Brain Games,26,2012.0,5,349,0.0,0.0,0.66,0.0,0.66,70.0,4.0,7.8,4.0,1539,1
TV Show King Party,26,2008.0,5,528,0.18,0.4,0.0,0.08,0.66,70.0,4.0,7.8,4.0,591,7
Dragon Quest Monsters: Caravan Heart,6,2003.0,7,145,0.0,0.0,0.64,0.02,0.66,70.0,4.0,7.8,4.0,1539,1
Strawberry Shortcake: Summertime Adventure,6,2004.0,1,298,0.47,0.18,0.0,0.01,0.66,70.0,4.0,7.8,4.0,620,1
Street Fighter Anniversary Collection,16,2004.0,2,85,0.32,0.25,0.0,0.08,0.66,78.0,30.0,8.7,20.0,268,7
Legend of Legaia,15,1998.0,7,458,0.37,0.25,0.0,0.04,0.66,70.0,4.0,7.8,4.0,1539,1
NHL 13,28,2012.0,10,139,0.51,0.1,0.0,0.05,0.66,83.0,44.0,6.6,86.0,477,2
Napoleon: Total War,13,2010.0,11,448,0.02,0.53,0.0,0.12,0.66,81.0,56.0,7.9,515.0,337,7
Metro: Last Light,18,2014.0,0,121,0.22,0.3,0.04,0.1,0.66,70.0,4.0,7.8,4.0,1539,1
Madden NFL 10,19,2009.0,10,139,0.5,0.08,0.0,0.08,0.66,70.0,4.0,7.8,5.0,453,1
Rayman Legends,27,2013.0,4,528,0.25,0.33,0.03,0.05,0.66,92.0,35.0,8.7,465.0,1546,2
The Sims: Bustin' Out,7,2003.0,9,139,0.43,0.2,0.0,0.03,0.66,81.0,30.0,9,15.0,909,7
BioShock Infinite,13,2013.0,8,497,0.29,0.3,0.0,0.07,0.66,94.0,68.0,8.5,7322.0,756,5
Keystone Kapers,0,1982.0,0,21,0.62,0.04,0.0,0.01,0.66,70.0,4.0,7.8,4.0,1539,1
Ratatouille,19,2007.0,0,491,0.22,0.27,0.0,0.16,0.66,64.0,7.0,7.1,7.0,855,1
Lollipop Chainsaw,17,2012.0,0,552,0.27,0.2,0.11,0.08,0.66,67.0,37.0,7.1,199.0,624,5
Tom Clancy's EndWar,17,2008.0,11,528,0.33,0.22,0.01,0.1,0.66,76.0,33.0,6.6,42.0,1558,7
Shrek: Hassle at the Castle,6,2002.0,0,489,0.47,0.17,0.0,0.01,0.66,71.0,7.0,7.4,5.0,1429,1
Suikoden IV,16,2004.0,7,277,0.17,0.13,0.3,0.05,0.66,63.0,44.0,7.3,47.0,788,7
Gods Eater Burst,19,2010.0,0,349,0.03,0.0,0.62,0.0,0.66,71.0,30.0,7.9,35.0,1305,7
Fist of the North Star: Ken's Rage,17,2010.0,0,529,0.06,0.03,0.55,0.01,0.66,60.0,30.0,6.9,29.0,810,5
Plants vs. Zombies: Garden Warfare,17,2014.0,8,139,0.22,0.32,0.01,0.11,0.66,70.0,4.0,7.8,24.0,1131,2
Disney's Kim Possible 2: Drakken's Demise,6,2004.0,4,127,0.47,0.17,0.0,0.01,0.66,77.0,8.0,7.8,4.0,108,1
One Piece: Pirate Warriors 2,17,2013.0,0,349,0.0,0.19,0.42,0.05,0.66,71.0,35.0,7.8,61.0,1054,7
Um Jammer Lammy,15,1998.0,3,458,0.12,0.08,0.41,0.04,0.66,70.0,4.0,7.8,4.0,1539,1
Brothers In Arms: Road to Hill 30,29,2005.0,8,528,0.49,0.14,0.0,0.02,0.66,88.0,64.0,8,69.0,599,5
LEGO Harry Potter: Years 5-7,4,2008.0,0,552,0.34,0.25,0.0,0.07,0.66,69.0,4.0,7.8,4.0,1511,2
Taiko no Tatsujin DS: Touch de Dokodon!,4,2007.0,3,349,0.0,0.0,0.66,0.0,0.66,70.0,4.0,7.8,4.0,1539,1
Animaniacs Ten Pin Alley,15,1998.0,10,12,0.36,0.25,0.0,0.04,0.66,70.0,4.0,7.8,4.0,1539,1
LEGO Jurassic World,30,2015.0,0,552,0.38,0.22,0.0,0.06,0.65,70.0,17.0,6.7,44.0,1432,2
Kung Fu Panda,16,2008.0,0,21,0.24,0.0,0.0,0.41,0.65,73.0,6.0,8.6,5.0,1647,2
Freedom Wars,20,2014.0,7,458,0.15,0.1,0.32,0.08,0.65,73.0,39.0,8.3,265.0,408,7
Rocksmith 2014,13,2013.0,3,528,0.36,0.24,0.0,0.06,0.65,70.0,4.0,7.8,4.0,1539,1
Club Penguin: Elite Penguin Force - Herbert's Revenge,4,2010.0,1,127,0.39,0.21,0.0,0.06,0.65,70.0,4.0,7.8,4.0,1539,1
Ratchet & Clank: Into the Nexus,17,2013.0,8,458,0.3,0.25,0.0,0.1,0.65,70.0,4.0,7.8,4.0,1539,1
Shaun White Snowboarding,17,2008.0,10,528,0.31,0.23,0.01,0.1,0.65,63.0,30.0,6.3,26.0,1547,7
Radiata Stories,16,2005.0,7,467,0.18,0.14,0.29,0.05,0.65,74.0,36.0,9,54.0,1518,7
The Biggest Loser: Challenge,26,2010.0,10,491,0.48,0.12,0.0,0.05,0.65,70.0,4.0,7.8,4.0,215,1
Peppa Pig: Fun and Games,4,2010.0,3,528,0.0,0.57,0.0,0.09,0.65,70.0,4.0,7.8,4.0,1539,1
F-Zero GX,7,2003.0,6,361,0.41,0.11,0.12,0.02,0.65,89.0,50.0,8.5,161.0,77,7
Disney's Chicken Little,16,2005.0,4,127,0.32,0.25,0.0,0.08,0.65,60.0,20.0,8.9,7.0,139,2
Scene It? Box Office Smash,28,2008.0,3,325,0.33,0.25,0.0,0.07,0.65,76.0,32.0,7.4,25.0,822,7
Yoshi Topsy-Turvy,6,2004.0,4,361,0.25,0.09,0.3,0.01,0.65,60.0,23.0,6.6,5.0,112,1
Monster Jam: Maximum Destruction,16,2002.0,6,528,0.32,0.25,0.0,0.08,0.65,47.0,11.0,6,6.0,1539,7
Cartoon Network Block Party / Cartoon Network Speedway Double Pack,6,2005.0,3,491,0.47,0.17,0.0,0.01,0.65,70.0,4.0,7.8,4.0,1539,1
Tiger Woods PGA Tour 09,17,2008.0,10,139,0.34,0.22,0.0,0.1,0.65,82.0,34.0,7.2,9.0,453,1
World of Dragon Warrior - Torneko: The Last Hope,15,1999.0,7,145,0.02,0.01,0.58,0.04,0.65,70.0,4.0,7.8,4.0,1539,1
Mortal Kombat,20,2012.0,2,552,0.42,0.13,0.0,0.1,0.65,85.0,51.0,7.8,192.0,1000,5
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",19,2007.0,0,21,0.23,0.26,0.0,0.16,0.65,70.0,4.0,7.8,4.0,1539,1
Tiger Woods PGA Tour 09,28,2008.0,10,139,0.35,0.23,0.0,0.07,0.65,84.0,41.0,7.8,29.0,453,1
Advance Wars 2: Black Hole Rising,6,2003.0,11,361,0.47,0.17,0.0,0.01,0.65,89.0,34.0,9.4,97.0,735,1
Wario: Master of Disguise,4,2007.0,4,361,0.28,0.02,0.33,0.03,0.65,60.0,35.0,7.4,19.0,1410,2
Centipede,15,1998.0,8,53,0.36,0.25,0.0,0.04,0.65,70.0,4.0,7.8,4.0,1539,1
The Last Story,26,2011.0,7,361,0.3,0.13,0.18,0.04,0.65,80.0,61.0,8.4,179.0,955,7
Drakengard,16,2003.0,7,467,0.19,0.15,0.26,0.05,0.65,63.0,55.0,9.1,88.0,281,5
SingStar Pop Hits,16,2007.0,3,458,0.0,0.5,0.0,0.15,0.65,70.0,4.0,7.8,4.0,1539,1
Kung-Fu Master,0,1987.0,0,21,0.6,0.04,0.0,0.01,0.65,70.0,4.0,7.8,4.0,1539,1
Champions: Return to Arms,16,2005.0,7,462,0.32,0.25,0.0,0.08,0.65,77.0,48.0,8.8,43.0,1336,7
Harry Potter and the Goblet of Fire,16,2005.0,0,139,0.54,0.02,0.0,0.09,0.65,68.0,29.0,6.7,48.0,477,2
Toy Story 3: The Video Game,19,2010.0,0,127,0.27,0.24,0.0,0.14,0.65,70.0,4.0,7.8,4.0,1539,1
SingStar R&B,16,2007.0,3,458,0.0,0.05,0.0,0.6,0.65,70.0,4.0,7.8,4.0,1539,1
Mary-Kate and Ashley: Magical Mystery Mall,15,2000.0,1,17,0.36,0.24,0.0,0.04,0.65,70.0,4.0,7.8,4.0,1539,1
MX vs. ATV Untamed,19,2007.0,6,491,0.35,0.18,0.0,0.12,0.65,59.0,12.0,7.8,4.0,1171,1
Disney Infinity 2.0: Marvel Super Heroes,27,2014.0,0,127,0.37,0.22,0.0,0.06,0.65,70.0,4.0,7.8,4.0,1539,1
Tiger Woods PGA Tour 10,28,2009.0,10,139,0.39,0.2,0.0,0.06,0.65,80.0,51.0,6.9,20.0,453,1
007: Quantum of Solace,26,2008.0,0,21,0.29,0.28,0.01,0.07,0.65,54.0,11.0,7.5,26.0,1514,7
Super Robot Taisen Impact,16,2002.0,11,63,0.0,0.0,0.65,0.0,0.65,70.0,4.0,7.8,4.0,1539,1
Wall-E,19,2008.0,4,491,0.29,0.22,0.0,0.14,0.65,64.0,8.0,7.8,4.0,657,1
Farming Simulator 17,13,2016.0,9,161,0.03,0.58,0.0,0.04,0.65,64.0,5.0,8,20.0,610,1
Crafting Mama,4,2010.0,9,6,0.39,0.19,0.01,0.05,0.65,70.0,4.0,7.8,4.0,321,1
Meccha! Taiko no Tatsujin Master DS: 7-tsu no Shima no Daibouken,4,2008.0,3,349,0.0,0.0,0.65,0.0,0.65,70.0,4.0,7.8,4.0,1539,1
God of War III,18,2015.0,0,458,0.24,0.29,0.01,0.1,0.65,70.0,4.0,7.8,4.0,1539,1
Borderlands 2,20,2014.0,8,497,0.32,0.16,0.01,0.15,0.64,64.0,31.0,7.6,358.0,752,5
Harry Potter and the Half-Blood Prince,16,2009.0,0,139,0.13,0.07,0.0,0.44,0.64,70.0,4.0,8.3,13.0,430,2
Crash Bandicoot Purple: Ripto's Rampage,6,2004.0,4,548,0.46,0.17,0.0,0.01,0.64,67.0,23.0,6.6,12.0,1591,1
Assassin's Creed IV: Black Flag,13,2013.0,0,528,0.22,0.38,0.0,0.05,0.64,84.0,10.0,7.7,1470.0,1539,5
Need For Speed: Undercover,26,2008.0,6,139,0.27,0.31,0.0,0.07,0.64,54.0,12.0,6.2,29.0,511,7
Spyro: A Hero's Tail,16,2004.0,4,548,0.32,0.25,0.0,0.08,0.64,60.0,16.0,8,44.0,502,1
Crash: Twinsanity,16,2004.0,4,548,0.32,0.25,0.0,0.08,0.64,64.0,38.0,8,129.0,1511,1
The LEGO Movie Videogame,27,2014.0,0,552,0.33,0.23,0.03,0.05,0.64,68.0,5.0,7.7,25.0,1432,2
Max Payne 2: The Fall of Max Payne,29,2003.0,8,497,0.47,0.15,0.0,0.02,0.64,84.0,34.0,8.4,49.0,1206,5
Metal Gear Solid V: The Phantom Pain,17,2015.0,0,277,0.22,0.13,0.22,0.07,0.64,70.0,4.0,7.2,168.0,813,5
Drawn to Life: The Next Chapter,4,2009.0,5,491,0.44,0.14,0.0,0.06,0.64,72.0,21.0,7.7,22.0,29,1
GoldenEye: Rogue Agent,16,2004.0,8,139,0.54,0.02,0.0,0.09,0.64,60.0,38.0,7,32.0,441,7
WWE 2K15,28,2014.0,10,497,0.38,0.2,0.0,0.06,0.64,50.0,5.0,4,65.0,1652,7
Paws & Claws: Pet Vet,4,2007.0,9,491,0.59,0.0,0.0,0.05,0.64,70.0,4.0,7.8,4.0,1539,1
Star Ocean: First Departure,19,2007.0,7,467,0.2,0.13,0.22,0.09,0.64,74.0,32.0,7.4,28.0,1429,7
James Bond 007: Everything or Nothing,29,2004.0,8,139,0.43,0.19,0.0,0.02,0.64,83.0,51.0,7.4,27.0,445,7
X2: Wolverine's Revenge,16,2003.0,4,21,0.31,0.24,0.0,0.08,0.64,58.0,24.0,7.2,13.0,602,7
NBA Live 06,29,2005.0,10,139,0.57,0.04,0.0,0.03,0.64,79.0,30.0,6.4,15.0,431,1
Tom Clancy's Rainbow Six,10,1999.0,8,427,0.48,0.15,0.0,0.01,0.64,70.0,4.0,7.8,4.0,1539,1
Castlevania,10,1999.0,4,277,0.44,0.1,0.04,0.05,0.64,70.0,4.0,7.8,4.0,1539,1
Rayman 2: The Great Escape,10,1999.0,4,528,0.4,0.22,0.0,0.02,0.64,70.0,4.0,7.8,4.0,1539,1
Nicktoons Collection: Game Boy Advance Video Volume 1,6,2004.0,3,139,0.46,0.17,0.0,0.01,0.64,70.0,4.0,7.8,4.0,1539,1
Rayman 3D,2,2011.0,4,528,0.23,0.35,0.0,0.06,0.64,61.0,39.0,6.6,48.0,1544,1
Football Manager 2014,13,2013.0,10,448,0.0,0.6,0.0,0.03,0.64,85.0,41.0,5.5,275.0,1364,1
New Play Control! Pikmin,26,2008.0,11,361,0.28,0.12,0.19,0.04,0.64,70.0,4.0,7.8,4.0,1539,1
TimeSplitters 2,29,2002.0,8,138,0.29,0.33,0.0,0.01,0.64,88.0,20.0,7.7,34.0,545,7
Onimusha: Dawn of Dreams,16,2006.0,0,85,0.15,0.12,0.34,0.04,0.64,81.0,45.0,8.9,62.0,268,5
Sengoku Basara: Samurai Heroes,17,2010.0,0,85,0.17,0.04,0.4,0.02,0.64,61.0,37.0,7.9,29.0,268,7
Stuntman: Ignition,28,2007.0,6,491,0.25,0.31,0.0,0.07,0.64,75.0,38.0,7.3,31.0,1092,7
Real Heroes: Firefighter,26,2009.0,0,435,0.56,0.04,0.0,0.05,0.64,67.0,18.0,8.2,10.0,496,2
Dishonored 2,18,2016.0,0,66,0.22,0.32,0.0,0.1,0.64,88.0,56.0,7.7,569.0,97,5
Up,4,2009.0,0,491,0.3,0.27,0.0,0.07,0.64,70.0,4.0,7.8,4.0,66,1
SpongeBob SquarePants: Game Boy Advance Video Volume 1,6,2004.0,3,139,0.46,0.17,0.0,0.01,0.64,70.0,4.0,7.8,4.0,1539,1
Konami Collector's Series: Arcade Advanced,6,2002.0,3,277,0.46,0.17,0.0,0.01,0.64,78.0,10.0,7.8,4.0,784,1
The Crew,30,2014.0,6,528,0.25,0.34,0.0,0.05,0.64,64.0,18.0,5.9,176.0,1555,7
Dragon Ball: Raging Blast 2,28,2010.0,2,349,0.49,0.09,0.01,0.05,0.64,57.0,33.0,7.4,30.0,1357,7
Jampack Volume 13 (RP-T),16,2005.0,3,458,0.31,0.24,0.0,0.08,0.64,70.0,4.0,7.8,4.0,1539,1
Madden NFL 2001,10,2000.0,10,139,0.6,0.03,0.0,0.01,0.64,70.0,4.0,7.8,4.0,1539,1
Cruis'n World,10,1998.0,6,361,0.59,0.04,0.0,0.01,0.64,70.0,4.0,7.8,4.0,1539,1
NHL 13,17,2012.0,10,139,0.33,0.21,0.0,0.09,0.64,84.0,22.0,6.8,60.0,477,2
Dead or Alive 5,17,2012.0,2,503,0.23,0.14,0.2,0.07,0.64,74.0,34.0,7.7,109.0,1455,5
Evolve,30,2015.0,8,497,0.37,0.2,0.0,0.06,0.64,74.0,31.0,5.1,336.0,1529,5
Lemony Snicket's A Series of Unfortunate Events,16,2004.0,4,21,0.31,0.24,0.0,0.08,0.64,63.0,25.0,5.7,12.0,53,1
Lost Planet: Extreme Condition,17,2008.0,8,85,0.31,0.17,0.07,0.08,0.64,67.0,34.0,7,36.0,268,7
X-Men Legends II: Rise of Apocalypse,16,2005.0,7,21,0.53,0.02,0.0,0.09,0.63,82.0,44.0,7.3,41.0,1176,7
Nightmare Creatures,15,1997.0,0,458,0.35,0.24,0.0,0.04,0.63,70.0,4.0,7.8,4.0,1539,1
LittleBigPlanet 3,17,2014.0,4,458,0.2,0.33,0.01,0.1,0.63,70.0,4.0,7.2,64.0,1397,1
SingStar Queen,16,2009.0,3,458,0.08,0.12,0.0,0.44,0.63,73.0,9.0,7.8,4.0,1253,7
LEGO Star Wars II: The Original Trilogy,28,2006.0,0,290,0.55,0.03,0.0,0.05,0.63,81.0,50.0,8,45.0,1511,2
Disney Sing It: Party Hits,26,2010.0,3,127,0.48,0.1,0.0,0.04,0.63,70.0,4.0,7.8,4.0,412,1
Dragon Quest Monsters Joker 3,2,2016.0,7,467,0.0,0.0,0.63,0.0,0.63,70.0,4.0,7.8,4.0,1539,1
Rock Band 3,26,2010.0,3,294,0.53,0.06,0.0,0.04,0.63,91.0,10.0,6.9,36.0,152,7
Dragon Age II,13,2011.0,0,139,0.23,0.33,0.0,0.08,0.63,82.0,45.0,4.5,4533.0,196,5
Tony Hawk's Pro Skater 2x,29,2001.0,10,21,0.41,0.19,0.0,0.03,0.63,78.0,24.0,8.8,5.0,1514,7
NBA Live 08,17,2007.0,10,139,0.56,0.02,0.01,0.05,0.63,73.0,28.0,6.8,10.0,431,1
Sim Theme Park,15,1999.0,11,139,0.35,0.24,0.0,0.04,0.63,70.0,4.0,7.8,4.0,1539,1
FIFA Soccer 2003,29,2002.0,10,139,0.2,0.4,0.0,0.04,0.63,88.0,11.0,7.7,11.0,431,1
Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb,2,2012.0,3,349,0.0,0.0,0.63,0.0,0.63,70.0,4.0,7.8,4.0,1539,1
The Lord of the Rings: Conquest,28,2009.0,0,139,0.37,0.2,0.0,0.06,0.63,55.0,58.0,7,110.0,1085,7
Far Cry 4,13,2014.0,8,528,0.15,0.44,0.0,0.04,0.63,80.0,17.0,6.7,1064.0,1547,5
Monster Hunter 2,16,2008.0,7,85,0.0,0.0,0.63,0.0,0.63,70.0,4.0,7.8,4.0,1539,1
NASCAR 06: Total Team Control,16,2005.0,6,139,0.53,0.02,0.0,0.09,0.63,78.0,18.0,7.7,18.0,449,1
Dogz,6,2004.0,9,528,0.45,0.17,0.0,0.01,0.63,70.0,4.0,7.8,4.0,1539,1
A Bug's Life,10,1998.0,4,21,0.49,0.13,0.0,0.01,0.63,70.0,4.0,7.8,4.0,1539,1
Super Castlevania IV,23,1991.0,4,277,0.32,0.05,0.25,0.01,0.63,70.0,4.0,7.8,4.0,1539,1
Iron Man,19,2008.0,0,448,0.46,0.09,0.0,0.09,0.63,44.0,7.0,6.5,16.0,108,7
White Knight Chronicles II,17,2010.0,7,458,0.23,0.09,0.27,0.04,0.63,60.0,45.0,7.1,64.0,843,7
Mobile Suit Z Gundam: AEUG vs. Titans,16,2003.0,2,349,0.0,0.0,0.63,0.0,0.63,70.0,4.0,7.8,4.0,1539,1
Juiced 2: Hot Import Nights,28,2007.0,6,491,0.22,0.34,0.0,0.07,0.63,68.0,24.0,7.6,21.0,773,7
Wolfenstein,17,2009.0,8,21,0.25,0.27,0.0,0.11,0.63,71.0,58.0,7.4,77.0,1688,5
The Walking Dead: Survival Instinct,28,2013.0,8,21,0.46,0.11,0.0,0.05,0.63,32.0,30.0,4,410.0,1472,5
The Sims 3: Generations,13,2011.0,9,139,0.4,0.23,0.0,0.0,0.63,70.0,22.0,3.6,81.0,1485,7
Ape Escape 2,16,2002.0,4,458,0.12,0.09,0.38,0.03,0.63,82.0,31.0,8.4,32.0,1240,1
Rocksmith 2014,18,2014.0,3,528,0.35,0.17,0.0,0.11,0.63,70.0,4.0,7.8,4.0,1539,1
X-Man,0,1982.0,0,531,0.58,0.04,0.0,0.01,0.63,70.0,4.0,7.8,4.0,1539,1
Sega Rally Revo,17,2007.0,6,448,0.07,0.42,0.0,0.14,0.63,75.0,40.0,7,20.0,1259,1
Shin Megami Tensei: Persona 3 FES,16,2007.0,7,503,0.22,0.2,0.16,0.05,0.63,89.0,25.0,8.3,296.0,129,5
FIFA Soccer 2002,16,2001.0,10,139,0.31,0.24,0.0,0.08,0.63,82.0,17.0,5.8,28.0,449,1
Angry Birds Trilogy,2,2012.0,0,21,0.38,0.2,0.0,0.05,0.63,62.0,7.0,4.6,20.0,511,1
Final Fantasy VII International,15,1997.0,7,465,0.0,0.0,0.59,0.04,0.63,70.0,4.0,7.8,4.0,1539,1
Condemned 2: Bloodshot,28,2008.0,0,448,0.38,0.19,0.0,0.06,0.63,80.0,76.0,8.4,178.0,961,5
Okami,16,2006.0,0,85,0.11,0.03,0.15,0.34,0.63,93.0,69.0,9.3,327.0,303,7
Shin Megami Tensei: Persona 3 Portable,19,2009.0,7,196,0.18,0.06,0.34,0.05,0.63,89.0,40.0,8.3,317.0,128,5
Crash of the Titans,19,2007.0,0,548,0.25,0.24,0.0,0.14,0.63,70.0,4.0,7.1,24.0,1407,2
NHL 2001,15,2000.0,10,139,0.35,0.24,0.0,0.04,0.63,88.0,10.0,7.7,7.0,1082,1
Crysis 3,13,2013.0,8,139,0.17,0.39,0.0,0.07,0.63,76.0,47.0,6.5,1223.0,346,5
Buzz Lightyear of Star Command,15,2000.0,4,21,0.35,0.24,0.0,0.04,0.63,54.0,10.0,5.3,4.0,1511,1
NHL 16,18,2015.0,10,139,0.36,0.16,0.0,0.11,0.63,78.0,28.0,5.5,157.0,451,2
Namco Museum,7,2002.0,3,349,0.48,0.13,0.0,0.02,0.63,62.0,10.0,7.8,4.0,898,1
