Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Boktai: The Sun is in Your Hand,6,2003.0,7,277,0.1,0.04,0.0,0.0,0.15,83.0,31.0,9.6,16.0,785,1
Making History: The Great War,26,2010.0,11,349,0.0,0.0,0.15,0.0,0.15,70.0,4.0,7.8,4.0,1539,1
Guilty Gear X2 #Reload,29,2004.0,2,569,0.11,0.03,0.0,0.01,0.15,86.0,34.0,7.6,12.0,92,7
Wizardry VII: Gadeia no Houshu,15,1995.0,7,458,0.0,0.0,0.14,0.01,0.15,70.0,4.0,7.8,4.0,1539,1
ReCore,30,2016.0,0,325,0.08,0.05,0.0,0.01,0.15,63.0,75.0,6.6,445.0,100,7
Soldier of Fortune: Payback,17,2007.0,8,21,0.12,0.02,0.0,0.01,0.15,50.0,14.0,5.4,13.0,278,5
F1 2012,13,2012.0,6,91,0.01,0.11,0.0,0.02,0.15,80.0,15.0,6.9,115.0,305,1
Elf: The Movie,6,2004.0,0,101,0.1,0.04,0.0,0.0,0.15,70.0,4.0,7.8,4.0,686,1
MLB SlugFest 20-03,7,2002.0,10,327,0.11,0.03,0.0,0.0,0.15,80.0,10.0,7.5,4.0,625,1
Tiger Woods PGA Tour,4,2004.0,10,139,0.13,0.0,0.0,0.01,0.14,64.0,21.0,7.4,7.0,1299,1
Tamagotchi no Appare! Niji Venture,4,2007.0,7,349,0.0,0.0,0.14,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Ultimate Board Game Collection,26,2007.0,3,561,0.13,0.0,0.0,0.01,0.14,70.0,4.0,7.8,4.0,763,1
Grabbed by the Ghoulies,29,2003.0,0,325,0.11,0.03,0.0,0.01,0.14,66.0,42.0,7.3,28.0,1172,1
Cars: Mater-National Championship,28,2007.0,6,491,0.13,0.0,0.0,0.01,0.14,58.0,9.0,7.8,6.0,1171,1
Shadow Hearts: From The New World,16,2005.0,7,196,0.07,0.06,0.0,0.02,0.14,76.0,42.0,8.2,33.0,992,7
Rayman Raving Rabbids,4,2007.0,3,528,0.13,0.01,0.0,0.01,0.14,56.0,13.0,6.1,8.0,1543,1
Terraria,13,2011.0,0,533,0.0,0.13,0.0,0.01,0.14,83.0,29.0,8.5,1613.0,1182,7
Derby Stallion Gold,2,2014.0,10,265,0.0,0.0,0.14,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
CSI: 3 Dimensions of Murder,16,2007.0,1,528,0.07,0.06,0.0,0.02,0.14,70.0,4.0,7.8,4.0,1543,5
Barbarian,16,2002.0,2,512,0.07,0.06,0.0,0.02,0.14,63.0,22.0,7.8,4.0,1269,7
Tennis no Oji-Sama: Aim at The Victory!,6,2002.0,10,277,0.0,0.0,0.14,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
L.A. Rush,29,2005.0,6,327,0.11,0.03,0.0,0.01,0.14,59.0,36.0,3,4.0,938,7
Rubik's World,26,2008.0,5,183,0.12,0.01,0.0,0.01,0.14,64.0,9.0,7.8,4.0,1532,1
Record of Agarest War 2,17,2010.0,7,98,0.09,0.0,0.04,0.01,0.14,56.0,6.0,7.2,36.0,704,7
QuickSpot,4,2006.0,3,349,0.01,0.0,0.13,0.0,0.14,68.0,18.0,7.8,4.0,978,2
"Lunar 2: Eternal Blue(sales, but wrong system)",8,1994.0,7,182,0.0,0.0,0.14,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Pipe Dreams 3D,15,2001.0,5,143,0.08,0.05,0.0,0.01,0.14,70.0,4.0,7.8,4.0,1308,1
Skylanders Giants,2,2012.0,0,21,0.12,0.01,0.0,0.01,0.14,59.0,9.0,5,13.0,1689,2
Spider-Man: Friend or Foe,26,2007.0,0,21,0.13,0.0,0.0,0.01,0.14,59.0,29.0,8,6.0,1010,2
Fox Sports Golf '99,15,1997.0,10,206,0.08,0.05,0.0,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
Power Rangers: Super Legends,16,2007.0,0,127,0.07,0.06,0.0,0.02,0.14,70.0,4.0,3,5.0,108,2
Jurassic: The Hunted,16,2009.0,8,21,0.07,0.06,0.0,0.02,0.14,70.0,4.0,7.8,4.0,47,7
Sakura Wars GB,5,2000.0,1,312,0.0,0.0,0.14,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Shining Force CD,22,1994.0,11,448,0.0,0.0,0.14,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Fatal Frame,16,2001.0,0,549,0.07,0.06,0.0,0.02,0.14,74.0,22.0,8.9,72.0,1460,7
Rayman 3,6,2003.0,4,528,0.1,0.04,0.0,0.0,0.14,83.0,21.0,7.8,8.0,1539,1
The Fifth Element,15,1998.0,0,458,0.08,0.05,0.0,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
BlazBlue: Chrono Phantasma Extend,18,2015.0,0,383,0.07,0.03,0.02,0.02,0.14,80.0,10.0,7.7,31.0,92,7
Okaeri! Chibi-Robo! Happy Richie Oosouji,4,2009.0,1,361,0.0,0.0,0.14,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Wild ARMs 4,16,2005.0,7,6,0.07,0.06,0.0,0.02,0.14,69.0,38.0,7.3,17.0,912,7
Ratatouille,7,2007.0,0,491,0.11,0.03,0.0,0.0,0.14,60.0,7.0,5.6,7.0,118,1
G.I. Joe: The Rise of Cobra,16,2009.0,0,139,0.11,0.0,0.0,0.03,0.14,50.0,4.0,2.3,6.0,417,7
Casper: Spirit Dimensions,16,2001.0,4,489,0.07,0.05,0.0,0.02,0.14,58.0,7.0,3.5,6.0,865,1
Super Robot Taisen OG Saga: Endless Frontier (JP sales),4,2008.0,7,349,0.0,0.0,0.14,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Sengoku Musou 3 Empires,17,2011.0,0,503,0.0,0.0,0.14,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Thunder Truck Rally,15,1997.0,6,415,0.08,0.05,0.0,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
Klonoa: Empire of Dreams,6,2001.0,4,244,0.1,0.04,0.0,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
SafeCracker: The Ultimate Puzzle Adventure,4,2009.0,5,508,0.07,0.06,0.0,0.01,0.14,43.0,4.0,7.8,4.0,532,1
Geometry Wars: Galaxies,4,2007.0,8,548,0.13,0.0,0.0,0.01,0.14,79.0,36.0,7.9,26.0,824,1
Famista Returns,2,2015.0,10,349,0.0,0.0,0.14,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Syndicate,17,2012.0,8,132,0.07,0.06,0.0,0.02,0.14,75.0,29.0,6.5,106.0,1375,5
Adrenalin Misfits,28,2010.0,6,277,0.12,0.02,0.0,0.01,0.14,50.0,32.0,7.8,4.0,815,1
Karaoke Revolution Glee: Volume 3,28,2011.0,3,277,0.13,0.0,0.0,0.01,0.14,70.0,4.0,7.8,4.0,669,7
Cave Story 3D,2,2011.0,4,364,0.09,0.03,0.01,0.01,0.14,82.0,29.0,7.7,72.0,1014,2
Iron & Blood,15,1996.0,2,17,0.08,0.05,0.0,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
Mega Man Powered Up,19,2006.0,4,85,0.12,0.01,0.0,0.02,0.14,82.0,28.0,7.5,36.0,268,1
Balloon Pop,4,2009.0,5,526,0.13,0.0,0.0,0.01,0.14,70.0,4.0,7.8,4.0,1496,1
Class of Heroes,19,2008.0,7,20,0.06,0.0,0.08,0.01,0.14,61.0,12.0,7.1,12.0,1660,7
Second Sight,16,2004.0,1,91,0.07,0.05,0.0,0.02,0.14,76.0,48.0,8,23.0,545,7
Heroes of Mana,4,2007.0,11,467,0.07,0.01,0.05,0.01,0.14,66.0,32.0,7.8,4.0,247,2
Alien: Isolation,13,2014.0,8,448,0.0,0.14,0.0,0.01,0.14,81.0,41.0,8.4,1588.0,337,5
G.I. Joe: The Rise of Cobra,19,2009.0,0,139,0.11,0.02,0.0,0.02,0.14,70.0,4.0,7.8,4.0,417,7
Just Cause 3,13,2015.0,0,467,0.03,0.11,0.0,0.01,0.14,74.0,50.0,5.3,529.0,140,5
Monster House,16,2006.0,1,491,0.07,0.05,0.0,0.02,0.14,59.0,27.0,7.8,4.0,108,2
Phantom Brave,16,2004.0,7,503,0.07,0.05,0.0,0.02,0.14,81.0,40.0,7.9,22.0,1029,7
Thor: God of Thunder,28,2011.0,0,448,0.09,0.04,0.0,0.01,0.14,38.0,40.0,5.7,22.0,853,7
Championship Motocross 2001 featuring Ricky Carmichael,15,2001.0,6,491,0.08,0.05,0.0,0.01,0.14,70.0,8.0,7.8,4.0,562,7
Kenka Banchou 5: Otoko no Housoku,19,2011.0,0,464,0.0,0.0,0.14,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Bejeweled 3,17,2008.0,5,533,0.13,0.0,0.0,0.02,0.14,76.0,5.0,8.2,5.0,1131,1
Doshin the Giant,7,2002.0,9,361,0.0,0.0,0.14,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Star Ocean: Blue Sphere,5,2001.0,7,145,0.0,0.0,0.14,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Shrek 2 and Shark Tale 2-in-1 Pack,6,2005.0,3,21,0.1,0.04,0.0,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Mojo!,16,2003.0,5,332,0.07,0.05,0.0,0.02,0.14,70.0,4.0,7.8,4.0,1539,1
Kamen Rider Ryuki,15,2002.0,0,349,0.0,0.0,0.13,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
Front Mission Alternative,15,1997.0,11,469,0.0,0.0,0.13,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
World Championship Poker: Howard Lederer - All In,19,2006.0,3,6,0.13,0.0,0.0,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
FIFA Soccer 2005,7,2004.0,10,139,0.11,0.03,0.0,0.0,0.14,78.0,22.0,8.5,6.0,431,1
Harvest Moon: Hero of Leaf Valley,19,2009.0,9,432,0.07,0.02,0.05,0.01,0.14,74.0,6.0,7.9,12.0,896,1
Diner Dash: Flo on the Go,4,2009.0,5,570,0.13,0.0,0.0,0.01,0.14,70.0,4.0,7.8,4.0,1672,1
Hexyz Force,19,2009.0,7,55,0.07,0.0,0.06,0.01,0.14,68.0,13.0,7.3,21.0,1382,7
Power Stone,3,1998.0,2,138,0.0,0.0,0.14,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Jonny Moseley Mad Trix,16,2001.0,10,4,0.07,0.05,0.0,0.02,0.14,44.0,14.0,5.7,6.0,20,7
Uta no * Prince-Sama: Repeat,19,2011.0,1,78,0.0,0.0,0.14,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Senran Kagura Burst: Guren no Sh?jo-tachi,2,2012.0,0,301,0.0,0.0,0.14,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
MTV Music Generator 3: This Is the Remix,16,2004.0,3,91,0.07,0.05,0.0,0.02,0.14,79.0,28.0,8.6,8.0,957,7
Cake Mania 3,4,2009.0,9,298,0.13,0.0,0.0,0.01,0.14,70.0,4.0,7.8,4.0,1273,1
Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman,19,2010.0,7,364,0.07,0.0,0.06,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
Gundam Breaker 2,17,2014.0,0,349,0.0,0.0,0.14,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
.hack//Link,19,2010.0,7,349,0.0,0.0,0.14,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Terminator 3: Rise of the Machines,29,2003.0,0,53,0.11,0.03,0.0,0.01,0.14,35.0,24.0,2,10.0,208,7
SSX On Tour,29,2005.0,10,139,0.11,0.03,0.0,0.01,0.14,81.0,35.0,8.1,10.0,431,1
NCAA College Basketball 2K3,29,2002.0,10,448,0.11,0.03,0.0,0.01,0.14,84.0,12.0,8.4,5.0,827,1
Victorious Boxers: Revolution,26,2007.0,2,528,0.07,0.0,0.06,0.01,0.14,59.0,26.0,5.4,8.0,281,7
Farming Simulator 2013,17,2013.0,9,161,0.0,0.09,0.02,0.02,0.14,40.0,17.0,2.9,9.0,610,1
The Legend of Heroes II: Prophecy of the Moonlight Witch,19,2004.0,7,349,0.03,0.0,0.11,0.0,0.14,63.0,25.0,6.9,11.0,935,2
Doom,6,2001.0,8,21,0.1,0.04,0.0,0.0,0.14,81.0,24.0,8.5,15.0,374,7
Hidden Mysteries: Salem Secrets - Witch Trials of 1692,4,2010.0,5,51,0.09,0.04,0.0,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
Mary-Kate and Ashley: Winners Circle,15,2001.0,0,17,0.08,0.05,0.0,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
Jewel Quest Solitaire,4,2009.0,5,177,0.0,0.13,0.0,0.02,0.14,70.0,4.0,7.8,4.0,1539,1
PaRappa The Rapper 2,16,2001.0,3,458,0.07,0.05,0.0,0.02,0.14,67.0,26.0,6.6,26.0,985,1
OutRun 2,29,2004.0,6,448,0.11,0.03,0.0,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
Okami,17,2012.0,0,85,0.0,0.0,0.14,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Marvel vs. Capcom 2: New Age of Heroes,3,2000.0,2,545,0.0,0.0,0.14,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Super Dodgeball Brawlers,4,2008.0,10,39,0.13,0.0,0.0,0.01,0.14,65.0,12.0,7.8,4.0,948,1
NFL Head Coach 09,17,2008.0,10,139,0.13,0.0,0.0,0.01,0.14,64.0,12.0,7.1,12.0,453,1
Hitman: Blood Money,29,2006.0,0,138,0.11,0.03,0.0,0.01,0.14,81.0,27.0,9.1,32.0,747,5
Soukaigi,15,1998.0,7,469,0.0,0.0,0.13,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
PANGYA: Fantasy Golf,19,2009.0,10,496,0.09,0.0,0.04,0.01,0.14,77.0,16.0,7,13.0,1043,2
Fast Food Panic,4,2010.0,9,367,0.13,0.0,0.0,0.01,0.14,70.0,4.0,7.8,4.0,415,1
Pipe Mania,16,2008.0,5,143,0.07,0.05,0.0,0.02,0.14,68.0,4.0,7.8,4.0,1181,1
Xevious 3D/G+,15,1997.0,8,458,0.01,0.01,0.11,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
Metal Gear Solid V: Ground Zeroes,28,2014.0,0,277,0.07,0.05,0.01,0.01,0.14,70.0,4.0,5.7,148.0,812,5
Gretzky NHL 06,19,2005.0,10,458,0.13,0.0,0.0,0.01,0.14,65.0,22.0,6.8,4.0,1082,2
Shonen Jump's Shaman King: Master of Spirits,6,2004.0,7,277,0.1,0.04,0.0,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Kid Adventures: Sky Captain,26,2010.0,0,533,0.09,0.04,0.0,0.01,0.14,70.0,4.0,7.8,4.0,1502,1
NFL Blitz 20-03,29,2002.0,10,327,0.11,0.03,0.0,0.01,0.14,72.0,12.0,7.8,4.0,1128,1
PaRappa The Rapper,19,2006.0,3,458,0.11,0.0,0.02,0.02,0.14,67.0,43.0,5.2,16.0,497,1
Pirates: The Legend of Black Kat,16,2002.0,1,139,0.07,0.05,0.0,0.02,0.14,72.0,24.0,7.9,8.0,1630,7
Fur Fighters: Viggo's Revenge,16,2001.0,0,17,0.07,0.05,0.0,0.02,0.14,64.0,15.0,7.3,37.0,202,7
Thor: God of Thunder,17,2011.0,0,448,0.07,0.05,0.0,0.02,0.14,39.0,35.0,4.4,19.0,853,7
Krull,0,1982.0,0,53,0.13,0.01,0.0,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
The Walking Dead: Season One,20,2013.0,1,467,0.1,0.0,0.01,0.03,0.14,70.0,4.0,7.8,4.0,1539,1
Yu-Gi-Oh! Monster Capture GB,5,2000.0,7,277,0.0,0.0,0.14,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Zapper: One Wicked Cricket!,6,2002.0,4,244,0.1,0.04,0.0,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Skylanders Imaginators,18,2016.0,4,21,0.04,0.08,0.0,0.02,0.14,80.0,47.0,5.5,17.0,1507,2
"NewU Fitness First Mind Body, Yoga & Pilates Workout",26,2010.0,10,70,0.12,0.01,0.0,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
The Da Vinci Code,16,2006.0,0,497,0.07,0.05,0.0,0.02,0.14,54.0,43.0,8,24.0,417,7
Scooby-Doo! Night of 100 Frights,29,2003.0,4,491,0.11,0.03,0.0,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
Naruto Shippuden: Ninja Destiny 3,4,2006.0,2,110,0.0,0.01,0.13,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Ford Racing Off Road,19,2008.0,6,561,0.05,0.08,0.0,0.02,0.14,47.0,6.0,7.8,4.0,1180,1
Chicken Shoot,4,2007.0,0,569,0.13,0.0,0.0,0.01,0.14,19.0,4.0,3.1,7.0,553,2
Dead to Rights,7,2002.0,8,139,0.11,0.03,0.0,0.0,0.14,77.0,16.0,8.7,7.0,978,5
Scarface: The World is Yours,26,2007.0,0,548,0.12,0.01,0.0,0.01,0.14,71.0,23.0,8.4,29.0,1167,5
Top Spin 4,26,2011.0,10,497,0.04,0.08,0.0,0.02,0.14,54.0,8.0,7.4,7.0,12,1
Sphinx and the Cursed Mummy,7,2003.0,0,491,0.11,0.03,0.0,0.0,0.14,79.0,22.0,8.8,12.0,502,7
Disney's Planes,26,2013.0,9,127,0.07,0.06,0.0,0.01,0.14,70.0,4.0,7.8,4.0,172,1
MX vs. ATV Reflex,4,2009.0,6,491,0.13,0.0,0.0,0.01,0.14,70.0,4.0,7.8,4.0,1171,1
Hero's Saga Laevatein Tactics,4,2008.0,7,209,0.13,0.0,0.0,0.01,0.14,62.0,10.0,7.8,4.0,633,7
Cabela's Outdoor Adventures (2009),16,2009.0,10,23,0.07,0.05,0.0,0.02,0.14,70.0,4.0,6.6,5.0,1270,7
Cranium Kabookii,26,2007.0,3,528,0.13,0.0,0.0,0.01,0.14,64.0,9.0,5.4,13.0,1553,1
T.R.A.G. - Tactical Rescue Assault Group: Mission of Mercy,15,1998.0,1,480,0.08,0.05,0.0,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
Active Life Explorer,26,2010.0,10,349,0.13,0.0,0.0,0.01,0.14,70.0,4.0,7.8,4.0,1682,1
XCOM 2,18,2016.0,11,497,0.04,0.08,0.0,0.02,0.14,88.0,28.0,8,116.0,529,7
Naruto RPG 2: Chidori vs Rasengan,4,2005.0,7,515,0.0,0.0,0.14,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Our House Party!,26,2008.0,9,533,0.13,0.0,0.0,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
Pro Evolution Soccer 2015,30,2014.0,10,277,0.03,0.1,0.0,0.01,0.14,79.0,9.0,7.3,65.0,815,1
Project V6,15,1998.0,11,193,0.0,0.0,0.13,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
Destruction Derby Raw,15,2000.0,6,458,0.08,0.05,0.0,0.01,0.14,69.0,9.0,7.3,14.0,1388,1
Risen 2: Dark Waters,28,2012.0,7,121,0.05,0.08,0.0,0.01,0.14,60.0,18.0,6,58.0,1111,5
World Tour Soccer 2003,16,2002.0,10,458,0.07,0.05,0.0,0.02,0.14,78.0,21.0,8.3,7.0,1253,1
Akiba's Trip,19,2011.0,1,20,0.0,0.0,0.14,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Arctic Tale,4,2007.0,1,569,0.13,0.0,0.0,0.01,0.14,38.0,4.0,7.8,4.0,133,1
Bravo Air Race,15,1997.0,6,491,0.08,0.05,0.0,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
Onimusha Essentials,16,2008.0,0,85,0.07,0.05,0.0,0.02,0.14,70.0,4.0,7.8,4.0,268,5
Gundam: The Battle Master,15,1997.0,2,349,0.0,0.0,0.13,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
Ben 10 Galactic Racing,2,2011.0,6,110,0.07,0.07,0.0,0.01,0.14,70.0,4.0,7.8,4.0,960,1
ArmA II,13,2009.0,8,6,0.0,0.12,0.0,0.02,0.14,77.0,38.0,7.5,589.0,234,5
WWE 2K17,17,2016.0,10,497,0.05,0.07,0.0,0.02,0.14,70.0,4.0,4.1,9.0,1652,7
Spyro: A Hero's Tail,29,2004.0,4,548,0.11,0.03,0.0,0.01,0.14,64.0,17.0,9.1,10.0,502,1
¡Shin Chan Flipa en colores!,4,2007.0,4,6,0.0,0.0,0.14,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Cities: Skylines,13,2015.0,9,392,0.0,0.13,0.0,0.01,0.14,85.0,60.0,8.9,1404.0,313,1
Drawn to Life Collection,4,2010.0,3,491,0.13,0.0,0.0,0.01,0.14,70.0,4.0,7.8,4.0,29,1
Eternal Poison,16,2008.0,7,63,0.07,0.05,0.0,0.02,0.14,65.0,11.0,8.2,9.0,537,7
Gretzky NHL 06,16,2005.0,10,458,0.07,0.05,0.0,0.02,0.14,62.0,24.0,7.8,4.0,1082,2
Gungrave: Overdose,16,2004.0,8,402,0.07,0.05,0.0,0.02,0.14,68.0,50.0,8.7,12.0,1300,5
Metal Slug Anthology,26,2006.0,8,235,0.12,0.01,0.0,0.01,0.14,73.0,38.0,8,22.0,1472,7
Kidou Senshi Gundam: Shin Gihren no Yabou,19,2011.0,11,349,0.0,0.0,0.14,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
The Orange Box,13,2007.0,8,139,0.0,0.11,0.0,0.03,0.14,96.0,34.0,9.3,1495.0,1581,5
Shovel Knight,2,2015.0,4,563,0.08,0.04,0.02,0.01,0.14,90.0,9.0,8.2,225.0,1649,1
Pro Evolution Soccer 2015,28,2014.0,10,277,0.05,0.08,0.0,0.01,0.14,70.0,4.0,6.8,29.0,815,1
NBA ShootOut 2002,15,2001.0,10,458,0.08,0.05,0.0,0.01,0.14,53.0,10.0,7.8,4.0,36,1
The Granstream Saga,15,1997.0,7,458,0.08,0.05,0.0,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
Power Gig: Rise of the SixString,17,2010.0,3,533,0.13,0.0,0.0,0.01,0.14,36.0,10.0,0.5,4.0,1301,7
Mr. Driller: Drill Spirits,4,2004.0,5,361,0.08,0.0,0.05,0.01,0.14,70.0,35.0,8.9,9.0,978,1
Bio FREAKS,10,1998.0,0,178,0.11,0.03,0.0,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Bassmasters 2000,10,1999.0,10,491,0.11,0.03,0.0,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
WCW Backstage Assault,10,2008.0,0,533,0.11,0.03,0.0,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Micro Machines 64 Turbo,10,1999.0,6,91,0.11,0.03,0.0,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Baldur's Gate: Dark Alliance,7,2002.0,7,545,0.11,0.03,0.0,0.0,0.14,79.0,10.0,7.7,22.0,666,7
"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",19,2007.0,7,364,0.0,0.0,0.13,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Eternal Eyes,15,1999.0,7,480,0.08,0.05,0.0,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
The Walking Dead: Season Two,30,2014.0,1,505,0.08,0.05,0.0,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
Dream Pinball 3D,26,2008.0,3,463,0.1,0.02,0.0,0.01,0.14,54.0,8.0,7.6,7.0,1500,2
Fate/Unlimited Codes,16,2008.0,2,85,0.0,0.0,0.14,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Star Wars: Knights of the Old Republic,13,2003.0,7,290,0.01,0.1,0.0,0.02,0.14,93.0,33.0,9,1497.0,196,7
The Operative: No One Lives Forever,16,2002.0,8,139,0.07,0.05,0.0,0.02,0.14,67.0,23.0,8,16.0,961,7
Gallop & Ride!,26,2008.0,10,491,0.13,0.0,0.0,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
Epidemic,15,1995.0,8,458,0.02,0.01,0.1,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
Monster House,7,2006.0,1,491,0.11,0.03,0.0,0.0,0.14,60.0,18.0,7.8,4.0,108,2
Backyard Sports: Sandlot Sluggers,4,2010.0,10,53,0.13,0.0,0.0,0.01,0.14,70.0,4.0,7.8,4.0,1133,1
Dead or Alive 2,3,2000.0,2,17,0.0,0.0,0.14,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Buck Fever,26,2009.0,10,123,0.13,0.0,0.0,0.01,0.14,70.0,4.0,7.8,4.0,392,7
Monster Hunter Diary: Poka Poka Airou Village DX,2,2015.0,0,85,0.0,0.0,0.14,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Cabela's African Safari,28,2006.0,10,23,0.13,0.0,0.0,0.01,0.14,53.0,4.0,5,8.0,517,7
NCAA Basketball Final Four 97,15,1997.0,10,332,0.08,0.05,0.0,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
Ecco the Dolphin: Defender of the Future,16,2002.0,1,458,0.07,0.05,0.0,0.02,0.14,71.0,17.0,8.5,11.0,87,1
Atari's Greatest Hits: Volume 1,4,2010.0,3,53,0.13,0.0,0.0,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
The Bombing Islands,15,1997.0,4,271,0.08,0.05,0.0,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
Yogi Bear: The Video Game,4,2010.0,0,110,0.1,0.03,0.0,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
Earth Defense Force 2: Invaders from Planet Space,19,2011.0,0,110,0.0,0.0,0.14,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Just Cause,28,2006.0,0,138,0.1,0.03,0.01,0.01,0.14,73.0,57.0,7.2,52.0,140,5
Hot Wheels: Beat That!,26,2007.0,6,21,0.13,0.0,0.0,0.01,0.14,70.0,4.0,5.3,9.0,504,1
X-Blades,28,2009.0,0,463,0.1,0.02,0.02,0.01,0.14,50.0,39.0,5.4,14.0,574,5
Odin Sphere: Leifthrasir,20,2016.0,7,364,0.02,0.02,0.09,0.01,0.14,93.0,5.0,7.9,83.0,1584,7
Homefront: The Revolution,30,2016.0,8,121,0.06,0.07,0.0,0.01,0.14,49.0,12.0,4.1,106.0,382,5
Gyakuten Saiban 2,6,2002.0,0,85,0.0,0.0,0.14,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Godzilla: Save the Earth,29,2004.0,2,53,0.1,0.03,0.0,0.0,0.14,63.0,22.0,8.2,6.0,1110,7
Micro Machines,16,2002.0,6,53,0.07,0.05,0.0,0.02,0.14,54.0,6.0,7.8,4.0,124,1
TRINITY: Souls of Zill O'll,17,2010.0,7,529,0.06,0.03,0.03,0.01,0.14,55.0,34.0,6.2,33.0,1054,7
Detective Barbie: The Mystery Cruise,15,1999.0,1,307,0.08,0.05,0.0,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
Jim Henson's the Muppets: On With the Show!,6,2003.0,0,489,0.1,0.04,0.0,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Desire,21,1997.0,1,237,0.0,0.0,0.14,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Asphalt: Urban GT 2,4,2006.0,6,528,0.09,0.04,0.0,0.01,0.14,70.0,4.0,6.9,13.0,1604,2
Pro Yaky? Spirits 2014,17,2014.0,10,277,0.0,0.0,0.14,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Virtua Tennis 4,26,2011.0,10,448,0.05,0.08,0.0,0.01,0.14,65.0,15.0,7.5,4.0,1289,1
